GEO_ID,NAME
16000US0129944,"Glen Allen town, Alabama"
16000US0129992,"Glencoe city, Alabama"
16000US0130160,"Glenwood town, Alabama"
16000US0130448,"Goldville town, Alabama"
16000US0130496,"Good Hope city, Alabama"
16000US0130640,"Goodwater town, Alabama"
16000US0130736,"Gordo town, Alabama"
16000US0130760,"Gordon town, Alabama"
16000US0130808,"Gordonville town, Alabama"
16000US0130880,"Goshen town, Alabama"
16000US0131000,"Graham CDP, Alabama"
16000US0131024,"Grand Bay CDP, Alabama"
16000US0131096,"Grant town, Alabama"
16000US0131348,"Grayson Valley CDP, Alabama"
16000US0131384,"Graysville city, Alabama"
16000US0131720,"Greensboro city, Alabama"
16000US0131912,"Greenville city, Alabama"
16000US0132056,"Grimes town, Alabama"
16000US0132080,"Grove Hill town, Alabama"
16000US0132224,"Guin city, Alabama"
16000US0132248,"Gulfcrest CDP, Alabama"
16000US0132272,"Gulf Shores city, Alabama"
16000US0132416,"Guntersville city, Alabama"
16000US0132440,"Gurley town, Alabama"
16000US0132536,"Gu-Win town, Alabama"
16000US0132560,"Hackleburg town, Alabama"
16000US0132584,"Hackneyville CDP, Alabama"
16000US0132656,"Haleburg town, Alabama"
16000US0132704,"Haleyville city, Alabama"
16000US0132848,"Hamilton city, Alabama"
16000US0132896,"Hammondville town, Alabama"
16000US0132968,"Hanceville city, Alabama"
16000US0133064,"Hanover CDP, Alabama"
16000US0133256,"Harpersville town, Alabama"
16000US0133424,"Hartford city, Alabama"
16000US0133448,"Hartselle city, Alabama"
16000US0133472,"Harvest CDP, Alabama"
16000US0133544,"Hatton CDP, Alabama"
16000US0133640,"Hayden town, Alabama"
16000US0133712,"Hayneville town, Alabama"
16000US0133808,"Hazel Green CDP, Alabama"
16000US0133856,"Headland city, Alabama"
16000US0133904,"Heath town, Alabama"
16000US0133976,"Heflin city, Alabama"
16000US0134024,"Helena city, Alabama"
16000US0134096,"Henagar city, Alabama"
16000US0134480,"Highland Lake town, Alabama"
16000US0134490,"Highland Lakes CDP, Alabama"
16000US0134816,"Hillsboro town, Alabama"
16000US0134984,"Hissop CDP, Alabama"
16000US0135130,"Hobson CDP, Alabama"
16000US0135152,"Hobson City town, Alabama"
16000US0135200,"Hodges town, Alabama"
16000US0135392,"Hokes Bluff city, Alabama"
16000US0135512,"Hollins CDP, Alabama"
16000US0135536,"Hollis Crossroads CDP, Alabama"
16000US0135560,"Holly Pond town, Alabama"
16000US0135632,"Hollywood town, Alabama"
16000US0135704,"Holt CDP, Alabama"
16000US0135752,"Holtville CDP, Alabama"
16000US0135800,"Homewood city, Alabama"
16000US0135896,"Hoover city, Alabama"
16000US0136088,"Horn Hill town, Alabama"
16000US0136448,"Hueytown city, Alabama"
16000US0136592,"Huguley CDP, Alabama"
16000US0137000,"Huntsville city, Alabama"
16000US0137096,"Hurtsboro town, Alabama"
16000US0137264,"Hytop town, Alabama"
16000US0137312,"Ider town, Alabama"
16000US0137465,"Indian Springs Village city, Alabama"
16000US0137864,"Irondale city, Alabama"
16000US0138032,"Ivalee CDP, Alabama"
16000US0138152,"Jackson city, Alabama"
